0	0.000045
1	0.000061
2	0.000077
3	0.000103
4	0.000125
5	0.000144
6	0.000153
7	0.000165
8	0.000178
9	0.000187
10	0.000199
11	0.000211
12	0.000220
13	0.000232
14	0.000241
15	0.000253
16	0.000262
17	0.000274
18	0.000283
19	0.000294
20	0.000303
21	0.000312
22	0.000323
23	0.000332
24	0.000343
25	0.000352
26	0.000360
27	0.000369
28	0.000380
29	0.000388
30	0.000396
31	0.000405
32	0.000416
33	0.000424
34	0.000432
35	0.000440
36	0.000448
37	0.000459
38	0.000467
39	0.000475
40	0.000483
41	0.000491
42	0.000499
43	0.000506
44	0.000514
45	0.000522
46	0.000532
47	0.000537
48	0.000548
49	0.000555
50	0.000560
51	0.000570
52	0.000578
53	0.000585
54	0.000590
55	0.000597
56	0.000604
57	0.000611
58	0.000619
59	0.000626
60	0.000633
61	0.000640
62	0.000647
63	0.000655
64	0.000662
65	0.000666
66	0.000673
67	0.000680
68	0.000687
69	0.000694
70	0.000698
71	0.000704
72	0.000711
73	0.000718
74	0.000725
75	0.000729
76	0.000735
77	0.000742
78	0.000746
79	0.000753
80	0.000759
81	0.000766
82	0.000769
83	0.000776
84	0.000782
85	0.000786
86	0.000792
87	0.000799
88	0.000802
89	0.000809
90	0.000812
91	0.000819
92	0.000822
93	0.000828
94	0.000835
95	0.000838
96	0.000844
97	0.000848
98	0.000854
99	0.000857
100	0.000863
101	0.000866
102	0.000872
103	0.000876
104	0.000882
105	0.000885
106	0.000888
107	0.000894
108	0.000897
109	0.000900
110	0.000906
111	0.000909
112	0.000915
113	0.000918
114	0.000921
115	0.000927
116	0.000930
117	0.000933
118	0.000939
119	0.000942
120	0.000947
121	0.000950
122	0.000953
123	0.000956
124	0.000961
125	0.000964
126	0.000967
127	0.000970
128	0.000975
129	0.000978
130	0.000981
131	0.000986
132	0.000989
133	0.000992
134	0.000994
135	0.000997
136	0.001002
137	0.001003
138	0.001008
139	0.001010
140	0.001013
141	0.001016
142	0.001021
143	0.001023
144	0.001026
145	0.001028
146	0.001031
147	0.001033
148	0.001036
149	0.001038
150	0.001041
151	0.001043
152	0.001046
153	0.001048
154	0.001051
155	0.001055
156	0.001058
157	0.001058
158	0.001060
159	0.001065
160	0.001065
161	0.001070
162	0.001070
163	0.001074
164	0.001074
165	0.001076
166	0.001079
167	0.001081
168	0.001083
169	0.001085
170	0.001087
171	0.001090
172	0.001092
173	0.001094
174	0.001096
175	0.001098
176	0.001100
177	0.001102
178	0.001102
179	0.001104
180	0.001106
181	0.001108
182	0.001110
183	0.001112
184	0.001114
185	0.001114
186	0.001116
187	0.001118
188	0.001120
189	0.001122
190	0.001124
191	0.001126
192	0.001126
193	0.001127
194	0.001127
195	0.001129
196	0.001131
197	0.001133
198	0.001132
199	0.001134
200	0.001136
201	0.001138
202	0.001140
203	0.001139
204	0.001141
205	0.001143
206	0.001143
207	0.001144
208	0.001144
209	0.001146
210	0.001147
211	0.001149
212	0.001151
213	0.001150
214	0.001150
215	0.001151
216	0.001153
217	0.001153
218	0.001154
219	0.001156
220	0.001155
221	0.001157
222	0.001157
223	0.001158
224	0.001158
225	0.001159
226	0.001161
227	0.001160
228	0.001162
229	0.001161
230	0.001163
231	0.001164
232	0.001164
233	0.001163
234	0.001165
235	0.001164
236	0.001166
237	0.001167
238	0.001166
239	0.001168
240	0.001167
241	0.001169
242	0.001168
243	0.001170
244	0.001169
245	0.001170
246	0.001170
247	0.001169
248	0.001170
249	0.001170
250	0.001171
251	0.001171
252	0.001170
253	0.001171
254	0.001173
255	0.001172
256	0.001171
257	0.001171
258	0.001172
259	0.001173
260	0.001172
261	0.001172
262	0.001171
263	0.001172
264	0.001174
265	0.001173
266	0.001172
267	0.001173
268	0.001173
269	0.001172
270	0.001173
271	0.001173
272	0.001174
273	0.001171
274	0.001172
275	0.001172
276	0.001173
277	0.001172
278	0.001171
279	0.001171
280	0.001172
281	0.001171
282	0.001170
283	0.001169
284	0.001171
285	0.001170
286	0.001171
287	0.001170
288	0.001169
289	0.001169
290	0.001168
291	0.001169
292	0.001168
293	0.001167
294	0.001167
295	0.001168
296	0.001167
297	0.001166
298	0.001165
299	0.001164
300	0.001165
301	0.001165
302	0.001164
303	0.001165
304	0.001162
305	0.001163
306	0.001162
307	0.001162
308	0.001161
309	0.001162
310	0.001161
311	0.001158
312	0.001159
313	0.001158
314	0.001158
315	0.001159
316	0.001156
317	0.001157
318	0.001156
319	0.001155
320	0.001154
321	0.001154
322	0.001154
323	0.001154
324	0.001151
325	0.001152
326	0.001151
327	0.001150
328	0.001149
329	0.001149
330	0.001149
331	0.001147
332	0.001148
333	0.001145
334	0.001146
335	0.001143
336	0.001144
337	0.001143
338	0.001142
339	0.001142
340	0.001141
341	0.001140
342	0.001141
343	0.001138
344	0.001139
345	0.001136
346	0.001137
347	0.001135
348	0.001135
349	0.001134
350	0.001132
351	0.001131
352	0.001132
353	0.001131
354	0.001130
355	0.001128
356	0.001127
357	0.001127
358	0.001125
359	0.001124
360	0.001125
361	0.001124
362	0.001123
363	0.001122
364	0.001120
365	0.001119
366	0.001118
367	0.001117
368	0.001116
369	0.001117
370	0.001114
371	0.001113
372	0.001112
373	0.001112
374	0.001111
375	0.001110
376	0.001107
377	0.001108
378	0.001107
379	0.001106
380	0.001104
381	0.001103
382	0.001102
383	0.001101
384	0.001100
385	0.001099
386	0.001098
387	0.001097
388	0.001096
389	0.001094
390	0.001093
391	0.001092
392	0.001091
393	0.001090
394	0.001089
395	0.001089
396	0.001088
397	0.001085
398	0.001084
399	0.001083
400	0.001083
401	0.001082
402	0.001081
403	0.001078
404	0.001079
405	0.001077
406	0.001076
407	0.001075
408	0.001074
409	0.001071
410	0.001072
411	0.001070
412	0.001069
413	0.001066
414	0.001065
415	0.001065
416	0.001064
417	0.001063
418	0.001062
419	0.001060
420	0.001059
421	0.001058
422	0.001055
423	0.001054
424	0.001055
425	0.001053
426	0.001052
427	0.001049
428	0.001048
429	0.001048
430	0.001047
431	0.001046
432	0.001043
433	0.001043
434	0.001042
435	0.001041
436	0.001038
437	0.001038
438	0.001037
439	0.001034
440	0.001035
441	0.001033
442	0.001032
443	0.001031
444	0.001028
445	0.001028
446	0.001027
447	0.001024
448	0.001025
449	0.001023
450	0.001022
451	0.001019
452	0.001018
453	0.001016
454	0.001017
455	0.001014
456	0.001012
457	0.001011
458	0.001010
459	0.001010
460	0.001007
461	0.001006
462	0.001004
463	0.001003
464	0.001002
465	0.001000
466	0.000999
467	0.000998
468	0.000998
469	0.000997
470	0.000994
471	0.000994
472	0.000991
473	0.000990
474	0.000988
475	0.000987
476	0.000987
477	0.000986
478	0.000985
479	0.000983
480	0.000980
481	0.000981
482	0.000979
483	0.000978
484	0.000976
485	0.000974
486	0.000973
487	0.000972
488	0.000970
489	0.000969
490	0.000968
491	0.000967
492	0.000965
493	0.000964
494	0.000963
495	0.000961
496	0.000959
497	0.000958
498	0.000957
499	0.000955
500	0.000953
501	0.000953
502	0.000951
503	0.000949
504	0.000948
505	0.000947
506	0.000945
507	0.000944
508	0.000943
509	0.000941
510	0.000941
511	0.000939
512	0.000938
513	0.000936
514	0.000935
515	0.000933
516	0.000932
517	0.000930
518	0.000929
519	0.000928
520	0.000926
521	0.000924
522	0.000923
523	0.000922
524	0.000921
525	0.000919
526	0.000918
527	0.000917
528	0.000916
529	0.000914
530	0.000913
531	0.000911
532	0.000909
533	0.000908
534	0.000907
535	0.000905
536	0.000903
537	0.000902
538	0.000902
539	0.000900
540	0.000899
541	0.000897
542	0.000896
543	0.000894
544	0.000893
545	0.000891
546	0.000889
547	0.000889
548	0.000888
549	0.000886
550	0.000884
551	0.000883
552	0.000882
553	0.000881
554	0.000878
555	0.000877
556	0.000877
557	0.000875
558	0.000873
559	0.000872
560	0.000870
561	0.000869
562	0.000868
563	0.000867
564	0.000866
565	0.000864
566	0.000863
567	0.000861
568	0.000859
569	0.000857
570	0.000857
571	0.000855
572	0.000854
573	0.000852
574	0.000850
575	0.000849
576	0.000849
577	0.000847
578	0.000846
579	0.000844
580	0.000843
581	0.000841
582	0.000840
583	0.000839
584	0.000837
585	0.000835
586	0.000834
587	0.000833
588	0.000832
589	0.000831
590	0.000829
591	0.000827
592	0.000827
593	0.000825
594	0.000824
595	0.000822
596	0.000821
597	0.000820
598	0.000818
599	0.000816
600	0.000815
601	0.000815
602	0.000813
603	0.000811
604	0.000810
605	0.000809
606	0.000808
607	0.000806
608	0.000804
609	0.000803
610	0.000803
611	0.000801
612	0.000799
613	0.000797
614	0.000797
615	0.000795
616	0.000793
617	0.000792
618	0.000791
619	0.000790
620	0.000788
621	0.000787
622	0.000786
623	0.000784
624	0.000783
625	0.000782
626	0.000780
627	0.000779
628	0.000778
629	0.000776
630	0.000775
631	0.000773
632	0.000773
633	0.000771
634	0.000770
635	0.000769
636	0.000767
637	0.000766
638	0.000764
639	0.000762
640	0.000762
641	0.000760
642	0.000759
643	0.000758
644	0.000757
645	0.000755
646	0.000753
647	0.000752
648	0.000751
649	0.000749
650	0.000748
651	0.000748
652	0.000746
653	0.000744
654	0.000743
655	0.000742
656	0.000741
657	0.000740
658	0.000738
659	0.000737
660	0.000735
661	0.000734
662	0.000733
663	0.000732
664	0.000730
665	0.000729
666	0.000728
667	0.000727
668	0.000725
669	0.000723
670	0.000723
671	0.000721
672	0.000720
673	0.000719
674	0.000717
675	0.000717
676	0.000715
677	0.000714
678	0.000712
679	0.000711
680	0.000710
681	0.000708
682	0.000707
683	0.000705
684	0.000704
685	0.000703
686	0.000702
687	0.000701
688	0.000699
689	0.000698
690	0.000697
691	0.000696
692	0.000694
693	0.000693
694	0.000693
695	0.000690
696	0.000690
697	0.000688
698	0.000687
699	0.000685
700	0.000685
701	0.000683
702	0.000682
703	0.000681
704	0.000680
705	0.000678
706	0.000677
707	0.000676
708	0.000674
709	0.000674
710	0.000672
711	0.000671
712	0.000670
713	0.000668
714	0.000667
715	0.000666
716	0.000664
717	0.000664
718	0.000662
719	0.000661
720	0.000660
721	0.000658
722	0.000657
723	0.000656
724	0.000655
725	0.000654
726	0.000653
727	0.000651
728	0.000650
729	0.000648
730	0.000648
731	0.000646
732	0.000646
733	0.000645
734	0.000643
735	0.000642
736	0.000641
737	0.000639
738	0.000638
739	0.000637
740	0.000636
741	0.000635
742	0.000633
743	0.000632
744	0.000631
745	0.000630
746	0.000629
747	0.000627
748	0.000626
749	0.000625
750	0.000624
751	0.000623
752	0.000622
753	0.000621
754	0.000619
755	0.000619
756	0.000617
757	0.000616
758	0.000615
759	0.000613
760	0.000612
761	0.000611
762	0.000610
763	0.000609
764	0.000608
765	0.000606
766	0.000606
767	0.000604
768	0.000604
769	0.000602
770	0.000601
771	0.000600
772	0.000599
773	0.000597
774	0.000597
775	0.000595
776	0.000594
777	0.000593
778	0.000592
779	0.000591
780	0.000590
781	0.000588
782	0.000587
783	0.000586
784	0.000585
785	0.000584
786	0.000583
787	0.000582
788	0.000581
789	0.000580
790	0.000578
791	0.000577
792	0.000576
793	0.000575
794	0.000574
795	0.000573
796	0.000572
797	0.000571
798	0.000570
799	0.000568
800	0.000567
801	0.000567
802	0.000565
803	0.000564
804	0.000563
805	0.000563
806	0.000561
807	0.000560
808	0.000559
809	0.000558
810	0.000557
811	0.000555
812	0.000554
813	0.000554
814	0.000553
815	0.000551
816	0.000550
817	0.000549
818	0.000548
819	0.000547
820	0.000546
821	0.000545
822	0.000544
823	0.000543
824	0.000542
825	0.000540
826	0.000540
827	0.000539
828	0.000537
829	0.000537
830	0.000536
831	0.000535
832	0.000533
833	0.000533
834	0.000532
835	0.000531
836	0.000529
837	0.000528
838	0.000527
839	0.000526
840	0.000525
841	0.000524
842	0.000524
843	0.000523
844	0.000522
845	0.000520
846	0.000519
847	0.000518
848	0.000517
849	0.000516
850	0.000515
851	0.000514
852	0.000513
853	0.000512
854	0.000511
855	0.000510
856	0.000509
857	0.000508
858	0.000507
859	0.000506
860	0.000506
861	0.000504
862	0.000503
863	0.000502
864	0.000501
865	0.000500
866	0.000499
867	0.000498
868	0.000497
869	0.000496
870	0.000495
871	0.000494
872	0.000493
873	0.000493
874	0.000492
875	0.000491
876	0.000490
877	0.000489
878	0.000488
879	0.000487
880	0.000486
881	0.000485
882	0.000484
883	0.000483
884	0.000482
885	0.000481
886	0.000480
887	0.000479
888	0.000478
889	0.000477
890	0.000476
891	0.000475
892	0.000474
893	0.000473
894	0.000473
895	0.000472
896	0.000470
897	0.000470
898	0.000469
899	0.000468
900	0.000467
901	0.000466
902	0.000465
903	0.000464
904	0.000463
905	0.000463
906	0.000461
907	0.000461
908	0.000460
909	0.000459
910	0.000458
911	0.000457
912	0.000456
913	0.000455
914	0.000454
915	0.000453
916	0.000453
917	0.000451
918	0.000450
919	0.000450
920	0.000449
921	0.000448
922	0.000447
923	0.000446
924	0.000445
925	0.000444
926	0.000443
927	0.000443
928	0.000442
929	0.000441
930	0.000440
931	0.000439
932	0.000438
933	0.000438
934	0.000437
935	0.000436
936	0.000435
937	0.000434
938	0.000433
939	0.000432
940	0.000431
941	0.000430
942	0.000429
943	0.000429
944	0.000428
945	0.000427
946	0.000426
947	0.000425
948	0.000424
949	0.000424
950	0.000423
951	0.000422
952	0.000421
953	0.000420
954	0.000420
955	0.000419
956	0.000418
957	0.000417
958	0.000416
959	0.000415
960	0.000414
961	0.000413
962	0.000412
963	0.000412
964	0.000411
965	0.000410
966	0.000409
967	0.000408
968	0.000408
969	0.000407
970	0.000406
971	0.000405
972	0.000405
973	0.000404
974	0.000403
975	0.000402
976	0.000401
977	0.000400
978	0.000399
979	0.000399
980	0.000398
981	0.000397
982	0.000396
983	0.000396
984	0.000395
985	0.000394
986	0.000393
987	0.000393
988	0.000391
989	0.000391
990	0.000390
991	0.000389
992	0.000388
993	0.000388
994	0.000387
995	0.000386
996	0.000386
997	0.000384
998	0.000384
999	0.000383
1000	0.000382
1001	0.000382
1002	0.000381
1003	0.000380
1004	0.000379
1005	0.000378
1006	0.000377
1007	0.000377
1008	0.000376
1009	0.000375
1010	0.000375
1011	0.000373
1012	0.000373
1013	0.000372
1014	0.000371
1015	0.000371
1016	0.000370
1017	0.000369
1018	0.000368
1019	0.000368
1020	0.000367
1021	0.000366
1022	0.000366
1023	0.000365
